Car Make,Car Model,Dealer or Individual,Price,Year,Location,Mileage,Doors,Color,Transmission,VIN#,Engine,Description,Web link,Screenshot
Toyota,Camry,Dealer,26190,2023,"Sandy, UT",13021,4,Black,Automatic,4T1G11AK1PU145595,2.5L 4-Cylinder,"2023 Toyota Camry SE Black FWD 2.5L I4 DOHC 16V 8-Speed Automatic

Clean CARFAX.

Black Artificial Leather, ABS brakes, Active Cruise Control, Alloy wheels, Electronic Stability Control, Front dual zone A/C, Heated door mirrors, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control.

28/39 City/Highway MPG",https://www.autotrader.com/cars-for-sale/vehicle/703936083?city=Draper&dealType=greatprice&endYear=2023&listingType=USED&makeCode=TOYOTA&mileage=60000&modelCode=COROL&modelCode=RAV4&modelCode=CAMRY&newSearch=false&referrer=%2Fcars-for-sale%2Ftoyota%2Fdraper-ut%3FdealTypes%3Dgreatprice%26endYear%3D2023%26isNewSearch%3Dfalse%26maxMileage%3D60000%26modelCodeList%3DCOROL%252CRAV4%252CCAMRY%26searchRadius%3D100%26startYear%3D2008%26zip%3D84020&searchRadius=100&startYear=2008&state=UT&zip=84020&clickType=listing,https://drive.google.com/open?id=12Gderp4pXRcUwlf0bka3n3OVGpuZtkQ2
Toyota,Camry,Dealer,26290,2023,"Sandy, UT",12323,4,Gray,Automatic,4T1G11AK8PU158683,2.5L 4-Cylinder,"2023 Toyota Camry SE Gray FWD 2.5L I4 DOHC 16V 8-Speed Automatic

Clean CARFAX. CARFAX One-Owner.

Black Artificial Leather, ABS brakes, Active Cruise Control, Alloy wheels, Electronic Stability Control, Front dual zone A/C, Heated door mirrors, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control.

28/39 City/Highway MPG",https://www.autotrader.com/cars-for-sale/vehicle/703936077?city=Draper&dealType=greatprice&endYear=2023&listingType=USED&makeCode=TOYOTA&mileage=60000&modelCode=COROL&modelCode=RAV4&modelCode=CAMRY&newSearch=false&referrer=%2Fcars-for-sale%2Ftoyota%2Fdraper-ut%3FdealTypes%3Dgreatprice%26endYear%3D2023%26isNewSearch%3Dfalse%26maxMileage%3D60000%26modelCodeList%3DCOROL%252CRAV4%252CCAMRY%26searchRadius%3D100%26startYear%3D2008%26zip%3D84020&searchRadius=100&startYear=2008&state=UT&zip=84020&clickType=listing,
Toyota,Camry,Dealer,24949,2023,"Bountiful, UT",14085,4,White,Automatic,4T1G11AK9PU738007,2.5L 4-Cylinder,"This *2023 Toyota Camry SE* is loaded with convenient features like CLEAN CARFAX, BACKUP-CAMERA, APPLE CARPLAY, CARFAX 1-OWNER, ANDROID AUTO, REMOTE ENTRY, ALLOY-WHEELS.

This stunning *2023 Toyota Camry SE* features a beautiful *White* exterior and a *Black* interior.

*Technology and Entertainment Features Include:* Steering Wheel Audio Controls, Keyless Entry, Multi-zone Climate Control, Android Auto by Google, Apple CarPlay Capable, Anti Theft System, Steering Wheel Controls, Aftermarket Anti Theft System, SiriusXM Satellite Radio, Steering Wheel Cruise Control, Outside Temperature Gauge, Bluetooth Connection and Automatic Climate Control, Cloth Seats, Overhead Console, Power Drivers Seat, Air Conditioning, Illuminated entry, Telescoping Wheel, Bucket Seats, Rear Seat Center Armrest, Center Console, Trip Odometer, Tilt Steering Wheel, Rear Window Defroster, Reading Lights, Center Arm Rest, Split Folding Rear Seat, Vanity Mirrors

*Safety and Economy Features Include:* Back-Up Camera, Electronic Stability Control, Integrated Turn Signal Mirrors, Brake Assist, Occupant sensing airbag, Auto Highbeams, Delay-off headlights, Dual Air Bags, Knee AirBag, Overhead airbag, Speed Sensitive Steering, Anti-Lock Brakes, Passenger Air Bag Sensor, Front Side Air Bags

This vehicle has an EPA rated fuel economy of 39.0 highw",https://www.autotrader.com/cars-for-sale/vehicle/703384005?city=Draper&dealType=greatprice&endYear=2023&listingType=USED&makeCode=TOYOTA&mileage=60000&modelCode=COROL&modelCode=RAV4&modelCode=CAMRY&newSearch=false&referrer=%2Fcars-for-sale%2Ftoyota%2Fdraper-ut%3FdealTypes%3Dgreatprice%26endYear%3D2023%26isNewSearch%3Dfalse%26maxMileage%3D60000%26modelCodeList%3DCOROL%252CRAV4%252CCAMRY%26searchRadius%3D100%26startYear%3D2008%26zip%3D84020&searchRadius=100&startYear=2008&state=UT&zip=84020&clickType=spotlight,https://drive.google.com/open?id=1O4hbLOwxzwT87yPgtjpqNTy4KMTTCqIR
Toyota,Camry,Dealer,29400,2021,"Sandy, UT",34979,4,Midnight Black,Automatic,4T1K31AK4MU552410,Hybrid,"Certified Pre-Owned vehicle means: -Vehicle has passed a 118-point inspection -3 months / 3,000 miles comprehensive warranty with a $0 deductible, including bonus coverage for defective coverage for defective tires, batteries, brakes and bulbs -GarffCARE roadside assistance -Powertrain extending additives including: engine deposit cleaning additive, transmission condition additive, fuel system cleaner, cooling system treatment, Arctic Blast A/C treatment, power steering fluid conditioner. -Second key and remote -Free home delivery available -No hassle return / exchange for 5 days or 500 miles.",https://www.autotrader.com/cars-for-sale/vehicle/698625654?city=Draper&dealType=greatprice&endYear=2023&listingType=USED&makeCode=TOYOTA&mileage=60000&modelCode=COROL&modelCode=RAV4&modelCode=CAMRY&newSearch=false&referrer=%2Fcars-for-sale%2Ftoyota%2Fdraper-ut%3FdealTypes%3Dgreatprice%26endYear%3D2023%26isNewSearch%3Dfalse%26maxMileage%3D60000%26modelCodeList%3DCOROL%252CRAV4%252CCAMRY%26searchRadius%3D100%26startYear%3D2008%26zip%3D84020&searchRadius=100&startYear=2008&state=UT&zip=84020&clickType=listing,https://drive.google.com/open?id=11jZqhGgwr4bqxqu4Wtla_CWm3B-JSSn1
Toyota,Corolla,Dealer,21782,2022,"Salt Lake City, UT",15625,4,Classic Silver,Automatic,5YFS4MCE2NP112193,2.0L 4-Cylinder,"Model: 2022 Toyota Corolla SE
Color: Classic Silver Metallic
Interior: Sporty Black Fabric
Engine: Efficient 2.0L I4 DOHC 16V
Mileage: Only 15,625 miles

Technology & Comfort:

?? Advanced Audio: 8-inch Touchscreen, 6 Speakers, compatible with both Android Auto & Apple CarPlay
?? SiriusXM Ready: Endless entertainment on the go
?? Sleek 18-inch Machined Alloy Wheels with Dark Gray Accents, adding a touch of elegance to your rides
Toyota Safety Sense 2.0:

?? Pre-Collision System with Pedestrian Detection
? Full-Speed Range Dynamic Radar Cruise Control
??? Lane Departure Alert with Steering Assist & Lane Tracing Assist
?? Automatic High Beams
?? Road Sign Assist for enhanced awareness
Additional Features:

?? Star Safety System for unparalleled protection
?? Remote Keyless Entry System for convenience and security
Toyota Certified Used Vehicle (TCUV) Benefits:

? 12-month/12,000-mile Limited Comprehensive Warranty
? 7-year/100,000-mile Limited Powertrain Warranty
? 7-year/100,000-mile 24-Hour Roadside Assistance

**BACK UP CAMERA**, **CLEAN CARFAX ONE OWNER**, **BLUETOOTH**. 31/40 City/Highway MPG",https://www.autotrader.com/cars-for-sale/vehicle/702172088?city=Draper&dealType=greatprice&endYear=2023&listingType=USED&makeCode=TOYOTA&mileage=60000&modelCode=COROL&modelCode=RAV4&modelCode=CAMRY&newSearch=false&referrer=%2Fcars-for-sale%2Ftoyota%2Fdraper-ut%3FdealTypes%3Dgreatprice%26endYear%3D2023%26isNewSearch%3Dfalse%26maxMileage%3D60000%26modelCodeList%3DCOROL%252CRAV4%252CCAMRY%26searchRadius%3D100%26startYear%3D2008%26zip%3D84020&searchRadius=100&startYear=2008&state=UT&zip=84020&clickType=listing,https://drive.google.com/open?id=12R54Hp1fXan1NCsdJCDLlCd9UuOEin9a
Toyota,Camry,Dealer,20845,2018,"South Jordan, UT",30335,4,Black,Automatic,JTNB11HK4J3015470,2.5L 4-Cylinder,"FWD 2018 Black Toyota Camry 8-Speed Automatic 2.5L I4 DOHC 16V 4D Sedan SE
Black w/Perforated Leather Seat Trim.
CARFAX One-Owner.
Priced below KBB Fair Purchase Price!
Odometer is 42258 miles below market average! 28/39 City/Highway MPG

Black w/Perforated Leather Seat Trim, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Fabric Seat Trim w/SofTex, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Leather Shift Knob, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Radio: Entune 3.0 Audio, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Sport steering wheel, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, and Wheels: 8.0J x 18"" Black Machined-Finish Alloy.",https://www.autotrader.com/cars-for-sale/vehicle/703984208?city=Draper&dealType=greatprice&endYear=2023&listingType=USED&makeCode=TOYOTA&mileage=60000&modelCode=COROL&modelCode=RAV4&modelCode=CAMRY&newSearch=false&referrer=%2Fcars-for-sale%2Ftoyota%2Fdraper-ut%3FdealTypes%3Dgreatprice%26endYear%3D2023%26isNewSearch%3Dfalse%26maxMileage%3D60000%26modelCodeList%3DCOROL%252CRAV4%252CCAMRY%26searchRadius%3D100%26startYear%3D2008%26zip%3D84020&searchRadius=100&startYear=2008&state=UT&zip=84020&clickType=listing,https://drive.google.com/open?id=1x9k9yiqCdPqLPdAHpu0RpOIivHpElMKl
Toyota,Corolla,Dealer,14989,2015,"Wexford, PA",47016,4,Super White,Automatic,2T1BURHE8FC254507,132 hp 1.8L I4,"+One Owner+, Price and value leader, Act fast this deal won't last, 17"" x 7.0"" Alloy Wheels, ABS brakes, Alloy wheels, Automatic temperature control, Electronic Stability Control, Heated door mirrors, Illuminated entry, Low tire pressure warning, Remote keyless entry, S Plus Package, Traction control. Awards: * 2015 KBB.com 10 Best UberX Candidates * 2015 KBB.com 5-Year Cost to Own Awards * 2015 KBB.com 10 Tech-Savviest Cars Under $20,000 Odometer is 69301 miles below market average! When you buy or lease a vehicle from Lexus of North Hills, you'll receive the Lexus of North Hills Advantage.. - Lifetime Complimentary Oil & Filter Changes - Lifetime Complimentary State Inspections - Complimentary Car Washes During Service Visits - Complimentary Loaner Provided to Service Customers - 72 Hours/300 Mile Exchange Policy.

Additional Information

S Plus Package,6 Speakers,CD player,Radio data system,Air Conditioning,Automatic temperature control,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Rear anti-roll bar,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Front fog lights,Panic alarm,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Spoiler,Turn signal indicator mirrors,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Leather steering wheel,Outside temperature display,Passenger vanity mirror,Rear seat center armrest,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Sport Bucket Seats,Split folding rear seat,Sport Fabric Seat Trim,Front Center Armrest w/Storage,Passenger door bin,17"" x 7.0"" Alloy Wheels,Alloy wheels,+One Owner+,Price and value leader,Act fast this deal won't last",https://www.cargurus.com/Cars/l-Used-Toyota-Corolla-d295?cgagid=218938&cgcid=1651&px8324=p2&sourceContext=usedPaidSearchNoZip&ax8324=124289208&type=GoogleAdWordsSearch&kw=buying%20a%20toyota%20corolla&matchtype=p&ad=469923669980&placement=&networktype=g&device=c&devicemodel=&adposition=&physloc=9005925&intloc=&aceid=&cid=239590011&agid=16273538331&tgtid=aud-462482486381:kwd-2993467208&fid=&gad_source=1&gclid=CjwKCAiA5L2tBhBTEiwAdSxJXzmT57Y-KjRqot7ltOCQKhiXxCEMmCBcSGT5kxABs0Ydq1vW5Km9yBoCDNEQAvD_BwE#listing=376644141/FEATURED/DEFAULT,https://drive.google.com/open?id=17K6i5sdOEcsk8jcEanbY1jSukg2Kp4n6
Toyota,Corolla,Dealer,13153,2014,"Wheeling, WV",98000,4,Super White,Automatic,2T1BURHE9EC158951,132 hp 1.8L I4,"2014 Toyota Corolla S Super White BLUETOOTH, RECENT TRADE IN. CARFAX One-Owner. Odometer is 12393 miles below market average! 29/37 City/Highway MPGAwards: * 2014 KBB.com 5-Year Cost to Own Awards * 2014 KBB.com 10 Tech-Savviest Cars Under $20,000 * 2014 KBB.com Best Resale Value AwardsProudly serving: Wheeling, Pittsburgh, Moundsville, Steubenville, Washington, Monroeville, Moon Township, Penn Hills, Carnegie, Cranberry Township, North Huntington, Butler County, Allegheny County, Huntington, Charleston, Morgantown, Columbus, Cleveland, Youngstown, Wintersville, and all of greater Pennsylvania, West Virginia, Ohio, and Maryland.

Additional Information

Airbags - Front - Dual,Air Conditioning - Front - Single Zone,Airbags - Passenger - Occupant Sensing Deactivation,Airbags - Front - Side,Airbags - Front - Side Curtain,Air Conditioning - Front - Automatic Climate Control,Air Conditioning - Air Filtration,Airbags - Driver - Knee,Audio Streaming: Bluetooth,Audio - Antenna: Element,Emergency Interior Trunk Release,Power Brakes,Airbags - Rear - Side Curtain,Audio Voice Recognition,Audio MP3 Player: CD MP3 Playback,Audio Auxiliary Input: USB,Audio Auxiliary Input: Jack,Audio in-Dash CD: Single Disc,Audio Auxiliary Input: Ipod/Iphone Integration,Audio - Radio Data System,Audio - Radio: AM/FM,Audio - Radio: Touch Screen Display,Reading Lights Rear,Front Brakes Ventilated Disc,Assist Handle Front,Braking Assist,Audio System 6 Speakers,Cargo Area Light,Child Seat Anchors Latch System,Reading Lights Front,Child Safety Locks,ABS Brakes (4-Wheel),Electronic Brakeforce Distribution,Rear Brakes Drum,Assist Handle Rear,Cruise Control,Center Console Front Console With Armrest and Storage,Steering Wheel Mounted Controls Paddle Shifter,Multi-Function Remote Keyless Entry With Panic Alarm,Multi-Function Remote Trunk Release,Drivetrain Drive Mode Selector,Steering Wheel Mounted Controls Cruise Controls,Grille Color Chrome Surround,Power Steering,Steering Wheel Mounted Controls Phone,Rear View Camera,Steering Wheel Mounted Controls Audio,Storage Door Pockets,Multi-Function Remote Keyless Entry,Grille Color Black,Exhaust Tip Color Chrome,Rear View Monitor in Dash,Front 12V Power Outlet(s),Driver Seat Manual Adjustments: 6,Steering Wheel Tilt and Telescopic,Steering Wheel Mounted Controls Multi-Function Screen Controls,Adjustable Rear Headrests,Storage Front Seatback,Trip Odometer,Safety Brake Pedal System,External Temperature Display,Interior Metallic-Tone Accents,Seats Leatherette Upholstery,Number Of Rear Headrests 3,Fuel Economy Display Range,Warnings and Reminders Low Fuel Level,Inside Rearview Mirror Manual Day/Night,Passenger Seat Manual Adjustments: 4,Fuel Economy Display MPG,Headlights Auto Delay Off,Rear Seats Split Folding,Mirror Color Body-Color,Seatbelts Seatbelt Force Limiters: Front,Exterior Mirrors Power,Security Engine Immobilizer,Seatbelts Seatbelt Warning Sensor: Driver and Passenger,Stability Control,Front Seatbelts: 3-Point,Daytime Running Lights LED,Spare Tire Inside Mount Location,Front Suspension Classification: Independent,Spare Tire Temporary Size,Traction Control,Seatbelts Second Row 3-Point,Impact Absorbing Seats Dual Front,Rear Bumper Color Body-Color,Exterior Entry Lights Security Approach Lamps,Clock,Rear Seats 60-40 Split Bench,Exterior Mirrors Integrated Turn Signals,Security Anti-Theft Alarm System,Multi-Function Display,Digital Odometer,Seatbelts Emergency Locking Retractors: Front,Seatbelts Emergency Locking Retractors: Front and Rear,Exterior Mirrors Manual Folding,Window Trim Black,Number Of Front Headrests 2,Phone Wireless Data Link Bluetooth,Rear Spoiler Color Body-Color,Crumple Zones Front,Tachometer,Crumple Zones Rear,Seatbelts Seatbelt Pretensioners: Front,Auto-Lock,Front Fog Lights,Spare Wheel Steel Rim Type,Vanity Mirrors Dual,Headlights LED,Rear Spoiler,Front Suspension Type: Macpherson Struts,Seats Front Seat Type: Bucket,One-Touch Windows: 1,Front Headrests Adjustable,Exterior Mirrors Heated,Power Windows,Suspension Rear Coil Springs,Suspension Front Spring Type: Coil Springs,Suspension Front Arm Type: Lower Control Arms,Windows Front Wipers: Variable Intermittent,Windows Lockout Button,Suspension Rear Coil Over Shock,Suspension Front Shock Type: Gas Shock Absorbers,Windows Rear Defogger,Airbags - Front - Passenger Seat Cushion,Seats - Driver Seat Manual Adjustments: Height",https://www.cargurus.com/Cars/l-Used-Toyota-Corolla-d295?cgagid=218938&cgcid=1651&px8324=p2&sourceContext=usedPaidSearchNoZip&ax8324=124289208&type=GoogleAdWordsSearch&kw=buying%20a%20toyota%20corolla&matchtype=p&ad=469923669980&placement=&networktype=g&device=c&devicemodel=&adposition=&physloc=9005925&intloc=&aceid=&cid=239590011&agid=16273538331&tgtid=aud-462482486381:kwd-2993467208&fid=&gad_source=1&gclid=CjwKCAiA5L2tBhBTEiwAdSxJXzmT57Y-KjRqot7ltOCQKhiXxCEMmCBcSGT5kxABs0Ydq1vW5Km9yBoCDNEQAvD_BwE#listing=375331395/FEATURED/DEFAULT,https://drive.google.com/open?id=1vcpefjkms2Zw6D3yYU9KdfWe45d9Z7dw
Toyota,Camry,Dealer,18590,2015," Bridgeville, PA",25,4,Black,Automatic,4T1BF1FK1FU090682,"4-Cyl, 2.5 Liter",,https://www.carvana.com/vehicle/2898112,https://drive.google.com/open?id=1NXqyP4-RkvxNmR_S1AAFM5m6p8xQ0EkM
Toyota,Camry,Dealer,17990,2017," Bridgeville, PA",24,4,Silver,Automatic,4T1BF1FK1HU644919,"4-Cyl, 2.5 Liter",,https://www.carvana.com/vehicle/2910522,https://drive.google.com/open?id=1J2WbD65yEJd01udDlnyCWhihG_---RWu
Toyota,Camry,Dealer,14744,2017,"Torrance, CA",83467,4,Super White,Automatic,4T1BF1FK3HU796748,178 hp 2.5L I4,"CARFAX One-Owner. Clean CARFAX. 2017 Toyota Camry SE FWD 6-Speed Automatic 2.5L I4 SMPI DOHC Camry SE.DCH Toyota of Torrance has the right vehicle for you!! DCH VALUE Vehicle!!! *** 60-POINT INSPECTION! Recent Arrival! 24/33 City/Highway MPGAwards: * 2017 KBB.com 10 Best Used Cars Under $20,000 * 2017 KBB.com 10 Best Sedans Under $25,000 * 2017 KBB.com 10 Most Comfortable Cars Under $30,000 * 2017 KBB.com Best Resale Value Awards * 2017 KBB.com 10 Most Awarded BrandsWhy buy from DCH Toyota Torrance we offer vehicles and financing to fit any budget. Call, email or come in to find out more about this vehicle or any other pre-owned vehicle at DCH Toyota of Torrance. We Focus On Our Customers Experience, so that we exceed your expectations!!

Additional Information

Driver Air Bag,Passenger Air Bag,Front Side Air Bag,Rear Side Air Bag,Front Head Air Bag,Rear Head Air Bag,A/C,AM/FM Stereo,CD Player,ABS,4-Wheel Disc Brakes,Cruise Control,Rear Defrost,Child Safety Locks,Front Wheel Drive,4 Cylinder Engine,Gasoline Fuel,Daytime Running Lights,Keyless Entry,Power Door Locks,Heated Mirrors,Power Mirror(s),Power Driver Seat,Pass-Through Rear Seat,Cloth Seats,Bucket Seats,Power Steering,Adjustable Steering Wheel,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Traction Control,6-Speed A/T,Aluminum Wheels,Power Windows,Intermittent Wipers,MP3 Player,Variable Speed Intermittent Wipers,Steering Wheel Audio Controls,Engine Immobilizer,Automatic Headlights,Driver Vanity Mirror,Passenger Vanity Mirror,Driver Adjustable Lumbar,Leather Steering Wheel,Rear Spoiler,Transmission w/Dual Shift Mode,Tire Pressure Monitor,Trip Computer,Bluetooth,Back-Up Camera,Stability Control,Brake Assist,Auxiliary Audio Input",https://www.cargurus.com/Cars/l-Used-Toyota-Camry-d292#listing=376463040/NONE/DEFAULT,https://drive.google.com/open?id=1uI9uCJ0GLKAxQSx7uCyeebCDxUr_TE9g
Toyota,Camry,Dealer,19990,2017," Bridgeville, PA",24,4,Beige,Automatic,4T1BF1FK9HU782482,"4-Cyl, 2.5 Liter",,https://www.carvana.com/vehicle/2933402,https://drive.google.com/open?id=1fxPrLh6Vn0Wx9L8OXVGI0luIF9e5J4dM
Toyota,Camry,Dealer,28000,2021,"Walnut Creek, CA",4344,4,Predawn Gray Mica,Automatic,4T1K61AK4MU616310,206 hp 2.5L I4,"MECHANICAL & PERFORMANCE 2.5L 4-Cyl Engine 206 hp @ 6600 rpm / 186 lb-ft @ 5000 rpm 8-Speed Transmission w/Paddle Shifters Sport-Tuned Suspension SAFETY & CONVENIENCE Toyota Safety Sense 2.5+: Pre-Collision Sys w/Pedestrian Detection, Full-Speed Dynamic Radar Cruise Control, Lane Departure Alert w/Steering Assist, Lane Tracing Assist, Automatic High Beams, Road Sign Assist Star Safety System Blind Spot Monitor w/Rear Cross Traffic Alert Backup Camera Safety & Remote Connect w/1-Year Trial EXTERIOR 19-in Black Alloy Wheels LED Headlights w/Integrated LED DRLs w/Auto On/Off Feature Dual Exhaust w/Quad Chrome Tips Black Front Grille w/Sport Mesh Insert INTERIOR Audio Plus - 9-in Touchscreen, 6 Spkrs, HandsFree Bluetooth Phone/Music, USB Media Port, 2 USB Charge-Ports, SiriusXM w/3-Month All Access Trial, Android Auto & Apple CarPlay Compatible 7-in TFT Multi-Information Display Leather-Trimmed Heated Front Seats Power Driver & Passenger Seat Dual-Zone Auto Climate Control Smart Key System w/Push Button Start For Full Product Details Please Visit Toyota.com/camry, Camry XSE, 4D Sedan, 2.5L I4 DOHC 16V, 8-Speed Automatic, FWD, Black w/Perforated Leather Seat Trim. Odometer is 27471 miles below market average! 27/38 City/Highway MPG Certified. Toyota Gold Certified Details: * Limited Warranty: 12 Month/12,000 Mile Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile. Standard New-Car Financing Rates Available. Warranty honored at over 1,400 Toyota dealers in the continental U.S. & Canada. Trade-ins accepted. Trouble-free handling of your transaction, including DMV paperwork. * 160 Point Inspection * Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile * Vehicle History * Roadside Assistance * Warranty Deductible: $0 * Transferable Warranty * Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date Clean CARFAX. CARFAX One-Owner. Simple Price, Simple Process.

Additional Information

6 Speakers,AM/FM radio: SiriusXM,Radio data system,Radio: AM/FM/HD Audio Plus,Air Conditioning,Automatic temperature control,Front dual zone A/C,Rear window defroster,Power driver seat,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Four wheel independent suspension,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Emergency communication system: Safety Connect with 1-year trial,Front anti-roll bar,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Rear anti-roll bar,Rear side impact airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Auto High-beam Headlights,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Spoiler,Turn signal indicator mirrors,Apple CarPlay/Android Auto,Auto-dimming Rear-View mirror,Driver door bin,Driver vanity mirror,Front reading lights,Garage door transmitter: HomeLink,Illuminated entry,Multi-Stage Heated Front Bucket Seats,Outside temperature display,Overhead console,Passenger vanity mirror,Rear reading lights,Rear seat center armrest,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Heated front seats,Perforated Leather Seat Trim,Power passenger seat,Split folding rear seat,Passenger door bin,Alloy wheels,Wheels: 8.0J x 19"" Black Machined-Finish Alloy,Variably intermittent wipers,MECHANICAL & PERFORMANCE 2.5L 4-Cyl Engine 206 hp @ 6600 rpm / 186 lb-ft @ 5000 rpm 8-Speed Transmission w/Paddle Shifters Sport-Tuned Suspension SAFETY & CONVENIENCE Toyota Safety Sense 2.5+: Pre-Collision Sys w/Pedestrian Detection, Full-Speed Dynamic Radar Cruise Control, Lane Departure Alert w/Steering Assist, Lane Tracing Assist, Automatic High Beams, Road Sign Assist Star Safety System Blind Spot Monitor w/Rear Cross Traffic Alert Backup Camera Safety & Remote Connect w/1-Year Trial EXTERIOR 19-in Black Alloy Wheels LED Headlights w/Integrated LED DRLs w/Auto On/Off Feature Dual Exhaust w/Quad Chrome Tips Black Front Grille w/Sport Mesh Insert INTERIOR Audio Plus - 9-in Touchscreen, 6 Spkrs, HandsFree Bluetooth Phone/Music, USB Media Port, 2 USB Charge-Ports, SiriusXM w/3-Month All Access Trial, Android Auto & Apple CarPlay Compatible 7-in TFT Multi-Information Display Leather-Trimmed Heated Front Seats Power Driver & Passenger Seat Dual-Zone Auto Climate Control Smart Key System w/Push Button Start For Full Product Details Please Visit Toyota.com/camry",https://www.cargurus.com/Cars/l-Used-Toyota-Camry-d292#listing=370633401/NONE/DEFAULT,https://drive.google.com/open?id=1N9IB3bEP-VN_gVOalvCJ0zlUQcli8CgQ
Toyota,Camry,Dealer,20990,2016,"Bridgeville, PA",25,4,Gray,Automatic,4T4BF1FK5GR546660,"4-Cyl, 2.5 Liter",,https://www.carvana.com/vehicle/2929265,https://drive.google.com/open?id=1NhNMKLBkHYLGrTJG5wSnFJR-3a5lP_zA
Toyota,Highlander,Dealer,19590,2013,"Bridgeville, PA",17,4,Gray,Automatic,5TDBK3EH0DS189626,"V6, 3.5 Liter",,https://www.carvana.com/vehicle/2943237,https://drive.google.com/open?id=1uuwyy7LhWg7ItBeBWKeEiUmsXShEvArU
Toyota,Highlander,Dealer,21590,2013,"Bridgeville, PA",17,4,Silver,Automatic,5TDBK3EH7DS265228,"6-Cyl, 3.5L",,https://www.carvana.com/vehicle/2884668,https://drive.google.com/open?id=1r9FSrdnr1wL_oqm_-IKnpAHCQdDWAE0L
